"statebcr","x","y","bcr","aou","time.window","abund.index"
7024,-92.80717204,36.02740223,24,2890,1989,0.0779418895463683
7024,-92.80717204,36.02740223,24,2890,1994,0.0730386129250697
7024,-92.80717204,36.02740223,24,2890,1999,0.0460971819451365
7024,-92.80717204,36.02740223,24,2890,2004,0.0448633856586492
7024,-92.80717204,36.02740223,24,2890,2009,0.0518619887319994
7024,-92.80717204,36.02740223,24,2890,2014,0.0481818722223046
7025,-93.09883444,34.27302386,25,2890,1969,0.245958259327096
7025,-93.09883444,34.27302386,25,2890,1974,0.23016834638264
7025,-93.09883444,34.27302386,25,2890,1979,0.255067824487359
7025,-93.09883444,34.27302386,25,2890,1984,0.201544068301281
7025,-93.09883444,34.27302386,25,2890,1989,0.113869564503285
7025,-93.09883444,34.27302386,25,2890,1994,0.0712367995532552
7025,-93.09883444,34.27302386,25,2890,1999,0.0600623996233328
7025,-93.09883444,34.27302386,25,2890,2004,0.0568942952953748
7025,-93.09883444,34.27302386,25,2890,2009,0.0278853911294712
7025,-93.09883444,34.27302386,25,2890,2014,0.0290493911221714
7026,-91.02745049,34.98790996,26,2890,1969,0.123132022048531
7026,-91.02745049,34.98790996,26,2890,1974,0.133065841792188
7026,-91.02745049,34.98790996,26,2890,1979,0.130788491168951
7026,-91.02745049,34.98790996,26,2890,1984,0.101746148812393
7026,-91.02745049,34.98790996,26,2890,1989,0.0898451552328927
7026,-91.02745049,34.98790996,26,2890,1994,0.0496282859831005
7026,-91.02745049,34.98790996,26,2890,1999,0.0378170804210041
7026,-91.02745049,34.98790996,26,2890,2004,0.0215246365357625
7026,-91.02745049,34.98790996,26,2890,2009,0.0210103960724508
7026,-91.02745049,34.98790996,26,2890,2014,0.0176038931091371
17018,-103.53315222,39.07118012,18,2890,1969,0.00296371132837208
17018,-103.53315222,39.07118012,18,2890,1974,0.0166147453257223
17018,-103.53315222,39.07118012,18,2890,1979,0.011585417010909
17018,-103.53315222,39.07118012,18,2890,1984,0.00619685095932344
17018,-103.53315222,39.07118012,18,2890,1989,0.0157166509837913
17018,-103.53315222,39.07118012,18,2890,1994,0.0238713476085242
17018,-103.53315222,39.07118012,18,2890,1999,0.0218506353391796
17018,-103.53315222,39.07118012,18,2890,2004,0.055367516180042
17018,-103.53315222,39.07118012,18,2890,2009,0.0153753751338576
17018,-103.53315222,39.07118012,18,2890,2014,0.00920546700479206
18030,-72.68303066,41.59516813,30,2890,1969,0.00136524608147279
18030,-72.68303066,41.59516813,30,2890,1974,0.009701779966466
18030,-72.68303066,41.59516813,30,2890,1979,0.00478689407316396
18030,-72.68303066,41.59516813,30,2890,1984,0.004732853082439
18030,-72.68303066,41.59516813,30,2890,1989,0.0027077380615877
18030,-72.68303066,41.59516813,30,2890,1994,0.00119459032128869
18030,-72.68303066,41.59516813,30,2890,1999,0.000341311520368197
18030,NA,NA,NA,2890,2004,NA
18030,NA,NA,NA,2890,2009,NA
18030,NA,NA,NA,2890,2014,NA
21030,-75.49960335,38.95604266,30,2890,1969,0.0383754128713685
21030,-75.49960335,38.95604266,30,2890,1974,0.0391291784416037
21030,-75.49960335,38.95604266,30,2890,1979,0.0328727853936291
21030,-75.49960335,38.95604266,30,2890,1984,0.0292011280579529
21030,-75.49960335,38.95604266,30,2890,1989,0.0177530531818387
21030,-75.49960335,38.95604266,30,2890,1994,0.0162371931400397
21030,-75.49960335,38.95604266,30,2890,1999,0.00960738768250104
21030,-75.49960335,38.95604266,30,2890,2004,0.00362584837836912
21030,-75.49960335,38.95604266,30,2890,2009,0.0014992022391419
21030,-75.49960335,38.95604266,30,2890,2014,0.000888416141713721
25027,-84.32477963,30.35177723,27,2890,1969,0.140160928648585
25027,-84.32477963,30.35177723,27,2890,1974,0.113390267272148
25027,-84.32477963,30.35177723,27,2890,1979,0.111429584843556
25027,-84.32477963,30.35177723,27,2890,1984,0.165482610245752
25027,-84.32477963,30.35177723,27,2890,1989,0.163825909589035
25027,-84.32477963,30.35177723,27,2890,1994,0.119505367249695
25027,-84.32477963,30.35177723,27,2890,1999,0.126162568053753
25027,-84.32477963,30.35177723,27,2890,2004,0.101073939148356
25027,-84.32477963,30.35177723,27,2890,2009,0.106459482873404
25027,-84.32477963,30.35177723,27,2890,2014,0.049321042486679
25031,-81.43538502,27.68041103,31,2890,1969,0.233491160281472
25031,-81.43538502,27.68041103,31,2890,1974,0.211979124928424
25031,-81.43538502,27.68041103,31,2890,1979,0.178465854035396
25031,-81.43538502,27.68041103,31,2890,1984,0.290135762185376
25031,-81.43538502,27.68041103,31,2890,1989,0.219096851728182
25031,-81.43538502,27.68041103,31,2890,1994,0.172885433239906
25031,-81.43538502,27.68041103,31,2890,1999,0.134570643260216
25031,-81.43538502,27.68041103,31,2890,2004,0.105423321419307
25031,-81.43538502,27.68041103,31,2890,2009,0.0863863487331297
25031,-81.43538502,27.68041103,31,2890,2014,0.0686919566240125
27027,-83.02676988,31.85749234,27,2890,1969,0.243331309353283
27027,-83.02676988,31.85749234,27,2890,1974,0.43774305514068
27027,-83.02676988,31.85749234,27,2890,1979,0.511664034965478
27027,-83.02676988,31.85749234,27,2890,1984,0.470769284680368
27027,-83.02676988,31.85749234,27,2890,1989,0.350962972234666
27027,-83.02676988,31.85749234,27,2890,1994,0.263757126904755
27027,-83.02676988,31.85749234,27,2890,1999,0.19681002779542
27027,-83.02676988,31.85749234,27,2890,2004,0.159989662225062
27027,-83.02676988,31.85749234,27,2890,2009,0.175618915760489
27027,-83.02676988,31.85749234,27,2890,2014,0.214794448156702
27028,-84.62814975,34.59817037,28,2890,1969,0.0292010702893262
27028,-84.62814975,34.59817037,28,2890,1974,0.0532919532780202
27028,-84.62814975,34.59817037,28,2890,1979,0.0511087600512003
27028,-84.62814975,34.59817037,28,2890,1984,0.0346693839236953
27028,-84.62814975,34.59817037,28,2890,1989,0.0231129226157968
27028,-84.62814975,34.59817037,28,2890,1994,0.0154958509790056
27028,-84.62814975,34.59817037,28,2890,1999,0.00628098493015695
27028,-84.62814975,34.59817037,28,2890,2004,0.00795453683588956
27028,-84.62814975,34.59817037,28,2890,2009,0.00578511769882877
27028,-84.62814975,34.59817037,28,2890,2014,0.00272038272742543
27029,-83.90525113,33.60463789,29,2890,1969,0.0388971638060305
27029,-83.90525113,33.60463789,29,2890,1974,0.184187718743125
27029,-83.90525113,33.60463789,29,2890,1979,0.181714752845796
27029,-83.90525113,33.60463789,29,2890,1984,0.127725895719724
27029,-83.90525113,33.60463789,29,2890,1989,0.0873510459257619
27029,-83.90525113,33.60463789,29,2890,1994,0.0458488892956461
27029,-83.90525113,33.60463789,29,2890,1999,0.0241101480092732
27029,-83.90525113,33.60463789,29,2890,2004,0.0297720719836497
27029,-83.90525113,33.60463789,29,2890,2009,0.018108000800562
27029,-83.90525113,33.60463789,29,2890,2014,0.0152592659578488
34022,-89.25570729,40.32215029,22,2890,1969,0.562434932350956
34022,-89.25570729,40.32215029,22,2890,1974,0.483511617809764
34022,-89.25570729,40.32215029,22,2890,1979,0.276123085002752
34022,-89.25570729,40.32215029,22,2890,1984,0.334539828928112
34022,-89.25570729,40.32215029,22,2890,1989,0.40130936363063
34022,-89.25570729,40.32215029,22,2890,1994,0.460652891925928
34022,-89.25570729,40.32215029,22,2890,1999,0.399807738322377
34022,-89.25570729,40.32215029,22,2890,2004,0.41614964499735
34022,-89.25570729,40.32215029,22,2890,2009,0.309258559089945
34022,-89.25570729,40.32215029,22,2890,2014,0.233749095835486
34024,-88.69340678,37.91463933,24,2890,1969,0.0937500517924686
34024,-88.69340678,37.91463933,24,2890,1974,0.112601140373919
34024,-88.69340678,37.91463933,24,2890,1979,0.0936826663104973
34024,-88.69340678,37.91463933,24,2890,1984,0.0931435824547275
34024,-88.69340678,37.91463933,24,2890,1989,0.0873147382642164
34024,-88.69340678,37.91463933,24,2890,1994,0.091711640962839
34024,-88.69340678,37.91463933,24,2890,1999,0.122203571554819
34024,-88.69340678,37.91463933,24,2890,2004,0.0732087107049064
34024,-88.69340678,37.91463933,24,2890,2009,0.0542453129868372
34024,-88.69340678,37.91463933,24,2890,2014,0.0367812422426277
35022,-86.14589796,40.35606771,22,2890,1969,0.0749491659146813
35022,-86.14589796,40.35606771,22,2890,1974,0.0649447531744461
35022,-86.14589796,40.35606771,22,2890,1979,0.0171384318922485
35022,-86.14589796,40.35606771,22,2890,1984,0.0543696189020499
35022,-86.14589796,40.35606771,22,2890,1989,0.08810373770008
35022,-86.14589796,40.35606771,22,2890,1994,0.0669254926095934
35022,-86.14589796,40.35606771,22,2890,1999,0.0624324593711097
35022,-86.14589796,40.35606771,22,2890,2004,0.0630255621398261
35022,-86.14589796,40.35606771,22,2890,2009,0.041422073554788
35022,-86.14589796,40.35606771,22,2890,2014,0.0302426458953977
35023,-85.95349924,41.35199941,23,2890,1969,0.0345338327749191
35023,-85.95349924,41.35199941,23,2890,1974,0.0278724843208738
35023,-85.95349924,41.35199941,23,2890,1979,0.0128318607062136
35023,-85.95349924,41.35199941,23,2890,1984,0.00578485523640776
35023,-85.95349924,41.35199941,23,2890,1989,0.024025931228613
35023,-85.95349924,41.35199941,23,2890,1994,0.0284284314474896
35023,-85.95349924,41.35199941,23,2890,1999,0.0124261695597642
35023,-85.95349924,41.35199941,23,2890,2004,0.0124812634191586
35023,-85.95349924,41.35199941,23,2890,2009,0.00641593035310679
35023,-85.95349924,41.35199941,23,2890,2014,0.00525895930582524
35024,-86.56718425,38.77227803,24,2890,1969,0.11546615441133
35024,-86.56718425,38.77227803,24,2890,1974,0.0873941076966492
35024,-86.56718425,38.77227803,24,2890,1979,0.117930844802129
35024,-86.56718425,38.77227803,24,2890,1984,0.245953502121309
35024,-86.56718425,38.77227803,24,2890,1989,0.20677975542286
35024,-86.56718425,38.77227803,24,2890,1994,0.114950617452797
35024,-86.56718425,38.77227803,24,2890,1999,0.160346118404236
35024,-86.56718425,38.77227803,24,2890,2004,0.117810788250142
35024,-86.56718425,38.77227803,24,2890,2009,0.0873870455465323
35024,-86.56718425,38.77227803,24,2890,2014,0.0776836512859104
36011,-94.15889372,42.62914423,11,2890,1969,0.0126450764911305
36011,-94.15889372,42.62914423,11,2890,1974,0.0190825699775242
36011,-94.15889372,42.62914423,11,2890,1979,0.0195168453317651
36011,-94.15889372,42.62914423,11,2890,1984,0.011112339946751
36011,-94.15889372,42.62914423,11,2890,1989,0.0114955240828459
36011,-94.15889372,42.62914423,11,2890,1994,0.00715277054043745
36011,-94.15889372,42.62914423,11,2890,1999,0.00229910481656918
36011,-94.15889372,42.62914423,11,2890,2004,0.00306547308875891
36011,-94.15889372,42.62914423,11,2890,2009,0.00229910481656918
36011,-94.15889372,42.62914423,11,2890,2014,0.00229910481656918
36022,-93.4621955,41.8549878,22,2890,1969,0.263632110652587
36022,-93.4621955,41.8549878,22,2890,1974,0.336540742285292
36022,-93.4621955,41.8549878,22,2890,1979,0.227441666830518
36022,-93.4621955,41.8549878,22,2890,1984,0.191810951481173
36022,-93.4621955,41.8549878,22,2890,1989,0.320660445902034
36022,-93.4621955,41.8549878,22,2890,1994,0.125107309774655
36022,-93.4621955,41.8549878,22,2890,1999,0.0818323027121194
36022,-93.4621955,41.8549878,22,2890,2004,0.171420842831973
36022,-93.4621955,41.8549878,22,2890,2009,0.0547574368743984
36022,-93.4621955,41.8549878,22,2890,2014,0.184470512367461
38018,-101.34275148,38.29204858,18,2890,1969,0.00109911541386189
38018,NA,NA,NA,2890,1974,NA
38018,-101.34275148,38.29204858,18,2890,1979,0.00549557706930943
38018,-101.34275148,38.29204858,18,2890,1984,0.00109911541386189
38018,-101.34275148,38.29204858,18,2890,1989,0.00549557706930943
38018,-101.34275148,38.29204858,18,2890,1994,0.00439646165544755
38018,-101.34275148,38.29204858,18,2890,1999,0.0267451417373059
38018,-101.34275148,38.29204858,18,2890,2004,0.0421327575313723
38018,-101.34275148,38.29204858,18,2890,2009,0.0253895660602096
38018,-101.34275148,38.29204858,18,2890,2014,0.0321491258554602
38019,-98.90147183,38.59943263,19,2890,1969,0.458226496197138
38019,-98.90147183,38.59943263,19,2890,1974,0.43922159697389
38019,-98.90147183,38.59943263,19,2890,1979,0.399090550852897
38019,-98.90147183,38.59943263,19,2890,1984,0.308999188863391
38019,-98.90147183,38.59943263,19,2890,1989,0.500565119839845
38019,-98.90147183,38.59943263,19,2890,1994,0.554212953468093
38019,-98.90147183,38.59943263,19,2890,1999,0.573279516867925
38019,-98.90147183,38.59943263,19,2890,2004,0.679921543852628
38019,-98.90147183,38.59943263,19,2890,2009,0.678046952884469
38019,-98.90147183,38.59943263,19,2890,2014,0.625706399799806
38022,-95.85981299,38.42655982,22,2890,1969,0.496205024932587
38022,-95.85981299,38.42655982,22,2890,1974,0.574622035641563
38022,-95.85981299,38.42655982,22,2890,1979,0.477749804197652
38022,-95.85981299,38.42655982,22,2890,1984,0.534423595075239
38022,-95.85981299,38.42655982,22,2890,1989,0.581292313378455
38022,-95.85981299,38.42655982,22,2890,1994,0.381372540359659
38022,-95.85981299,38.42655982,22,2890,1999,0.469288215125057
38022,-95.85981299,38.42655982,22,2890,2004,0.443007792239422
38022,-95.85981299,38.42655982,22,2890,2009,0.344332464516811
38022,-95.85981299,38.42655982,22,2890,2014,0.413474725086327
39024,-85.86861392,37.59065013,24,2890,1969,0.46698456666937
39024,-85.86861392,37.59065013,24,2890,1974,0.406949949723677
39024,-85.86861392,37.59065013,24,2890,1979,0.271964697212856
39024,-85.86861392,37.59065013,24,2890,1984,0.340575688007935
39024,-85.86861392,37.59065013,24,2890,1989,0.239451279933099
39024,-85.86861392,37.59065013,24,2890,1994,0.143238243842711
39024,-85.86861392,37.59065013,24,2890,1999,0.145899412476259
39024,-85.86861392,37.59065013,24,2890,2004,0.154617266177048
39024,-85.86861392,37.59065013,24,2890,2009,0.138421191759199
39024,-85.86861392,37.59065013,24,2890,2014,0.120156816656542
39028,-83.3787053,37.49815903,28,2890,1969,0.0380089045827796
39028,-83.3787053,37.49815903,28,2890,1974,0.0208940378335051
39028,-83.3787053,37.49815903,28,2890,1979,0.00752938300306491
39028,-83.3787053,37.49815903,28,2890,1984,0.00912213709986711
39028,-83.3787053,37.49815903,28,2890,1989,0.0108596870236513
39028,-83.3787053,37.49815903,28,2890,1994,0.0185917841844911
39028,-83.3787053,37.49815903,28,2890,1999,0.00608142473324474
39028,-83.3787053,37.49815903,28,2890,2004,0.00635653680451057
39028,-83.3787053,37.49815903,28,2890,2009,0.0041266810689875
39028,-83.3787053,37.49815903,28,2890,2014,0.00448867063644254
42025,-92.98106867,31.88413669,25,2890,1969,0.1021109251634
42025,-92.98106867,31.88413669,25,2890,1974,0.0813324893199353
42025,-92.98106867,31.88413669,25,2890,1979,0.0492484554571185
42025,-92.98106867,31.88413669,25,2890,1984,0.0403893991503821
42025,-92.98106867,31.88413669,25,2890,1989,0.0422264515240658
42025,-92.98106867,31.88413669,25,2890,1994,0.0162888171918916
42025,-92.98106867,31.88413669,25,2890,1999,0.0194392761691903
42025,-92.98106867,31.88413669,25,2890,2004,0.0158896445966753
42025,-92.98106867,31.88413669,25,2890,2009,0.0145805301715035
42025,-92.98106867,31.88413669,25,2890,2014,0.00811221725762192
42026,-91.38741378,31.05289537,26,2890,1969,0.0463520770755343
42026,-91.38741378,31.05289537,26,2890,1974,0.0355945984368437
42026,-91.38741378,31.05289537,26,2890,1979,0.0235715340759543
42026,-91.38741378,31.05289537,26,2890,1984,0.0180504163628616
42026,-91.38741378,31.05289537,26,2890,1989,0.0172594252864873
42026,-91.38741378,31.05289537,26,2890,1994,0.0193792813711705
42026,-91.38741378,31.05289537,26,2890,1999,0.0234818884206319
42026,-91.38741378,31.05289537,26,2890,2004,0.0143116652085324
42026,-91.38741378,31.05289537,26,2890,2009,0.0233078703838295
42026,-91.38741378,31.05289537,26,2890,2014,0.0128931545449012
42027,-90.50495731,30.7709339,27,2890,1969,0.00841818954571591
42027,-90.50495731,30.7709339,27,2890,1974,0.00264765638937839
42027,-90.50495731,30.7709339,27,2890,1979,0.00386965164601457
42027,-90.50495731,30.7709339,27,2890,1984,0.00792599701179301
42027,-90.50495731,30.7709339,27,2890,1989,0.00666666301120405
42027,-90.50495731,30.7709339,27,2890,1994,0.0062796978466026
42027,-90.50495731,30.7709339,27,2890,1999,0.0040224010530941
42027,-90.50495731,30.7709339,27,2890,2004,0.00475220377580737
42027,-90.50495731,30.7709339,27,2890,2009,0.00682959571208888
42027,-90.50495731,30.7709339,27,2890,2014,0.00378479086430373
42037,-91.61142475,29.85916206,37,2890,1969,0.0245524671175977
42037,-91.61142475,29.85916206,37,2890,1974,0.0273017963045821
42037,-91.61142475,29.85916206,37,2890,1979,0.0316651595416371
42037,-91.61142475,29.85916206,37,2890,1984,0.0109426037292914
42037,-91.61142475,29.85916206,37,2890,1989,0.0247895568650656
42037,-91.61142475,29.85916206,37,2890,1994,0.0262850460414021
42037,-91.61142475,29.85916206,37,2890,1999,0.015853097152811
42037,-91.61142475,29.85916206,37,2890,2004,0.00963861011821754
42037,-91.61142475,29.85916206,37,2890,2009,0.0127919511301206
42037,-91.61142475,29.85916206,37,2890,2014,0.00941519862541118
46028,-78.57592452,39.56864253,28,2890,1969,0.0108584803717967
46028,-78.57592452,39.56864253,28,2890,1974,0.00762490234596791
46028,-78.57592452,39.56864253,28,2890,1979,0.00195907387805816
46028,-78.57592452,39.56864253,28,2890,1984,0.00106311098150584
46028,-78.57592452,39.56864253,28,2890,1989,0.000862779085568903
46028,-78.57592452,39.56864253,28,2890,1994,0.000368709010926881
46028,-78.57592452,39.56864253,28,2890,1999,0.000442450813112258
46028,-78.57592452,39.56864253,28,2890,2004,7.37418021853763e-05
46028,-78.57592452,39.56864253,28,2890,2009,0.000110612703278064
46028,-78.57592452,39.56864253,28,2890,2014,7.37418021853763e-05
46029,-76.91746214,39.42566333,29,2890,1969,0.0345781098985721
46029,-76.91746214,39.42566333,29,2890,1974,0.0231137185003451
46029,-76.91746214,39.42566333,29,2890,1979,0.0099475941777173
46029,-76.91746214,39.42566333,29,2890,1984,0.00701457880372629
46029,-76.91746214,39.42566333,29,2890,1989,0.00431192193809077
46029,-76.91746214,39.42566333,29,2890,1994,0.00242525330979898
46029,-76.91746214,39.42566333,29,2890,1999,0.0011436813266945
46029,NA,NA,NA,2890,2004,NA
46029,NA,NA,NA,2890,2009,NA
46029,-76.91746214,39.42566333,29,2890,2014,9.7334580995277e-05
46030,-76.20496867,38.70076544,30,2890,1969,0.124135754196285
46030,-76.20496867,38.70076544,30,2890,1974,0.128999342406827
46030,-76.20496867,38.70076544,30,2890,1979,0.118329916297621
46030,-76.20496867,38.70076544,30,2890,1984,0.101943517155547
46030,-76.20496867,38.70076544,30,2890,1989,0.0617751872623862
46030,-76.20496867,38.70076544,30,2890,1994,0.0499702656457882
46030,-76.20496867,38.70076544,30,2890,1999,0.0325344147552675
46030,-76.20496867,38.70076544,30,2890,2004,0.0153496423744557
46030,-76.20496867,38.70076544,30,2890,2009,0.00754646082552269
46030,-76.20496867,38.70076544,30,2890,2014,0.00315963967274221
47030,-71.45183873,42.18548606,30,2890,1969,0.0385421854235991
47030,-71.45183873,42.18548606,30,2890,1974,0.0363635823324381
47030,-71.45183873,42.18548606,30,2890,1979,0.0184832807455939
47030,-71.45183873,42.18548606,30,2890,1984,0.010156714272005
47030,-71.45183873,42.18548606,30,2890,1989,0.00699940631513473
47030,-71.45183873,42.18548606,30,2890,1994,0.00552074385548722
47030,-71.45183873,42.18548606,30,2890,1999,0.00199983037575278
47030,-71.45183873,42.18548606,30,2890,2004,0.00177257692396269
47030,-71.45183873,42.18548606,30,2890,2009,0.000272704142148106
47030,-71.45183873,42.18548606,30,2890,2014,0.000363605522864142
49012,NA,NA,NA,2890,1969,NA
49012,-86.17660467,45.64467377,12,2890,1974,0.000445021501561655
49012,-86.17660467,45.64467377,12,2890,1979,0.000445021501561655
49012,-86.17660467,45.64467377,12,2890,1984,0.00178008600624662
49012,NA,NA,NA,2890,1989,NA
49012,NA,NA,NA,2890,1994,NA
49012,-86.17660467,45.64467377,12,2890,1999,0.000445021501561655
49012,-86.17660467,45.64467377,12,2890,2004,0.00089004300312331
49012,NA,NA,NA,2890,2009,NA
49012,NA,NA,NA,2890,2014,NA
49023,-84.61095934,42.91478349,23,2890,1969,0.0977846423065152
49023,-84.61095934,42.91478349,23,2890,1974,0.194316333764535
49023,-84.61095934,42.91478349,23,2890,1979,0.0496890344645294
49023,-84.61095934,42.91478349,23,2890,1984,0.0385963337460535
49023,-84.61095934,42.91478349,23,2890,1989,0.0763006209641019
49023,-84.61095934,42.91478349,23,2890,1994,0.0587661186006425
49023,-84.61095934,42.91478349,23,2890,1999,0.0391002378916442
49023,-84.61095934,42.91478349,23,2890,2004,0.0138096973953769
49023,-84.61095934,42.91478349,23,2890,2009,0.00285999650200114
49023,-84.61095934,42.91478349,23,2890,2014,0.000817141857714612
50023,-94.15543909,45.54801193,23,2890,1969,0.000730388750192215
50023,-94.15543909,45.54801193,23,2890,1974,0.00219116625057664
50023,-94.15543909,45.54801193,23,2890,1979,0.00146077750038443
50023,NA,NA,NA,2890,1984,NA
50023,NA,NA,NA,2890,1989,NA
50023,-94.15543909,45.54801193,23,2890,1994,0.00219116625057664
50023,NA,NA,NA,2890,1999,NA
50023,-94.15543909,45.54801193,23,2890,2004,0.00146077750038443
50023,-94.15543909,45.54801193,23,2890,2009,0.00146077750038443
50023,NA,NA,NA,2890,2014,NA
51026,-90.63749844,33.48663748,26,2890,1969,0.0823975021173784
51026,-90.63749844,33.48663748,26,2890,1974,0.0335120543759025
51026,-90.63749844,33.48663748,26,2890,1979,0.0286242569713886
51026,-90.63749844,33.48663748,26,2890,1984,0.033788581140378
51026,-90.63749844,33.48663748,26,2890,1989,0.0199547692202631
51026,-90.63749844,33.48663748,26,2890,1994,0.0235047749804222
51026,-90.63749844,33.48663748,26,2890,1999,0.0175258179106805
51026,-90.63749844,33.48663748,26,2890,2004,0.00904317256798439
51026,-90.63749844,33.48663748,26,2890,2009,0.0147680239622621
51026,-90.63749844,33.48663748,26,2890,2014,0.0191027678378249
51027,-89.47478872,32.61076702,27,2890,1969,0.600897556148337
51027,-89.47478872,32.61076702,27,2890,1974,0.493430328453163
51027,-89.47478872,32.61076702,27,2890,1979,0.482561026010993
51027,-89.47478872,32.61076702,27,2890,1984,0.388826150454901
51027,-89.47478872,32.61076702,27,2890,1989,0.308935063103938
51027,-89.47478872,32.61076702,27,2890,1994,0.192647242180852
51027,-89.47478872,32.61076702,27,2890,1999,0.138017853802345
51027,-89.47478872,32.61076702,27,2890,2004,0.0806025637726507
51027,-89.47478872,32.61076702,27,2890,2009,0.0851285824551945
51027,-89.47478872,32.61076702,27,2890,2014,0.0541322120838338
52022,-93.11383324,39.39567328,22,2890,1969,0.478042187136594
52022,-93.11383324,39.39567328,22,2890,1974,0.487648626088755
52022,-93.11383324,39.39567328,22,2890,1979,0.409036196038336
52022,-93.11383324,39.39567328,22,2890,1984,0.544957087595509
52022,-93.11383324,39.39567328,22,2890,1989,0.512097091834435
52022,-93.11383324,39.39567328,22,2890,1994,0.448994894232964
52022,-93.11383324,39.39567328,22,2890,1999,0.410349023620178
52022,-93.11383324,39.39567328,22,2890,2004,0.451298238433441
52022,-93.11383324,39.39567328,22,2890,2009,0.231592218928532
52022,-93.11383324,39.39567328,22,2890,2014,0.334456583649505
52024,-92.17448325,37.56765319,24,2890,1969,0.195608805818499
52024,-92.17448325,37.56765319,24,2890,1974,0.376522335998537
52024,-92.17448325,37.56765319,24,2890,1979,0.343086686514041
52024,-92.17448325,37.56765319,24,2890,1984,0.265778541865471
52024,-92.17448325,37.56765319,24,2890,1989,0.280539458042798
52024,-92.17448325,37.56765319,24,2890,1994,0.23686388449532
52024,-92.17448325,37.56765319,24,2890,1999,0.21810710051457
52024,-92.17448325,37.56765319,24,2890,2004,0.16303468840661
52024,-92.17448325,37.56765319,24,2890,2009,0.104089484505599
52024,-92.17448325,37.56765319,24,2890,2014,0.145106616229034
52026,-89.81595412,36.67192632,26,2890,1969,0.0275214503501612
52026,-89.81595412,36.67192632,26,2890,1974,0.0488291687990415
52026,-89.81595412,36.67192632,26,2890,1979,0.0315579297348515
52026,-89.81595412,36.67192632,26,2890,1984,0.0304326082094227
52026,-89.81595412,36.67192632,26,2890,1989,0.0270566436331362
52026,-89.81595412,36.67192632,26,2890,1994,0.027643767907273
52026,-89.81595412,36.67192632,26,2890,1999,0.0306283163008016
52026,-89.81595412,36.67192632,26,2890,2004,0.0204514955490975
52026,-89.81595412,36.67192632,26,2890,2009,0.0119381935741144
52026,-89.81595412,36.67192632,26,2890,2014,0.0307017068350687
54011,-97.76866893,42.44565732,11,2890,1969,0.0104979927545345
54011,-97.76866893,42.44565732,11,2890,1974,0.0188575055035157
